Date,Appliances,Relation,Appliance start times
01-01,['kitchen_lights', 'microwave'],>,['13:15:00', '13:30:00']
03-08,['htpc', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
03-09,['tv', 'kitchen_lights'],>,['20:00:00', '20:30:00']
03-09,['tv', 'kitchen_lights'],>,['20:00:00', '21:00:00']
03-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:15:00', '20:30:00']
03-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:15:00', '21:00:00']
03-09,['amp_livingroom', 'kitchen_lights'],>,['20:15:00', '20:30:00']
03-09,['amp_livingroom', 'kitchen_lights'],>,['20:15:00', '21:00:00']
03-09,['amp_livingroom', 'subwoofer_livingroom'],>,['20:15:00', '20:15:00']
03-09,['subwoofer_livingroom', 'kitchen_lights'],>,['20:15:00', '20:30:00']
03-09,['subwoofer_livingroom', 'kitchen_lights'],>,['20:15:00', '21:00:00']
03-09,['htpc', 'kitchen_lights'],>,['19:45:00', '20:30:00']
03-09,['htpc', 'kitchen_lights'],>,['19:45:00', '21:00:00']
03-09,['htpc', 'kitchen_lights'],>,['19:45:00', '22:00:00']
03-09,['htpc', 'tv'],>,['19:45:00', '20:00:00']
03-09,['htpc', 'subwoofer_livingroom'],>,['19:45:00', '20:15:00']
03-10,['kitchen_lights', 'microwave'],>,['19:30:00', '19:30:00']
03-10,['amp_livingroom', 'subwoofer_livingroom'],>,['21:30:00', '21:30:00']
03-10,['htpc', 'subwoofer_livingroom'],>,['21:30:00', '21:30:00']
03-10,['hifi_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-10,['lcd_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-10,['gigE_&_USBhub', 'hifi_office'],>,['19:45:00', '19:45:00']
03-10,['gigE_&_USBhub', 'lcd_office'],>,['19:45:00', '19:45:00']
03-10,['gigE_&_USBhub', 'laptop'],>,['19:45:00', '19:45:00']
03-10,['gigE_&_USBhub', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-10,['laptop', 'lcd_office'],>,['19:45:00', '19:45:00']
03-10,['laptop', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-10,['hair_dryer', 'straighteners'],>,['08:30:00', '08:30:00']
03-11,['tv', 'kitchen_lights'],>,['21:45:00', '21:45:00']
03-11,['amp_livingroom', 'kitchen_lights'],>,['21:45:00', '21:45:00']
03-11,['amp_livingroom', 'tv'],>,['21:45:00', '21:45:00']
03-11,['amp_livingroom', 'subwoofer_livingroom'],>,['21:45:00', '21:45:00']
03-11,['subwoofer_livingroom', 'kitchen_lights'],>,['21:45:00', '21:45:00']
03-11,['subwoofer_livingroom', 'tv'],>,['21:45:00', '21:45:00']
03-11,['htpc', 'kitchen_lights'],>,['21:45:00', '21:45:00']
03-11,['hifi_office', 'office_lamp3'],>,['07:45:00', '07:45:00']
03-11,['hifi_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-11,['lcd_office', 'office_lamp3'],>,['07:45:00', '07:45:00']
03-11,['lcd_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-11,['gigE_&_USBhub', 'hifi_office'],>,['07:45:00', '07:45:00']
03-11,['gigE_&_USBhub', 'hifi_office'],>,['19:45:00', '19:45:00']
03-11,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '07:45:00']
03-11,['gigE_&_USBhub', 'lcd_office'],>,['19:45:00', '19:45:00']
03-11,['gigE_&_USBhub', 'laptop'],>,['07:45:00', '07:45:00']
03-11,['gigE_&_USBhub', 'laptop'],>,['19:45:00', '19:45:00']
03-11,['gigE_&_USBhub', 'office_lamp3'],>,['07:45:00', '07:45:00']
03-11,['gigE_&_USBhub', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-11,['laptop', 'lcd_office'],>,['07:45:00', '07:45:00']
03-11,['laptop', 'lcd_office'],>,['19:45:00', '19:45:00']
03-11,['laptop', 'office_lamp3'],>,['07:45:00', '07:45:00']
03-11,['laptop', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-12,['kitchen_lights', 'microwave'],>,['12:15:00', '12:15:00']
03-12,['tv', 'kitchen_lights'],>,['20:00:00', '20:00:00']
03-12,['tv', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-12,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '20:00:00']
03-12,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '21:30:00']
03-12,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '20:00:00']
03-12,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-12,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
03-12,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
03-12,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '20:00:00']
03-12,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-12,['htpc', 'kitchen_lights'],>,['20:00:00', '20:00:00']
03-12,['htpc', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-12,['htpc', 'tv'],>,['20:00:00', '20:00:00']
03-12,['htpc', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
03-12,['hifi_office', 'office_lamp3'],>,['08:15:00', '08:15:00']
03-12,['hifi_office', 'office_lamp3'],>,['10:30:00', '10:30:00']
03-12,['lcd_office', 'office_lamp3'],>,['08:15:00', '08:15:00']
03-12,['lcd_office', 'office_lamp3'],>,['10:30:00', '10:30:00']
03-12,['gigE_&_USBhub', 'hifi_office'],>,['08:15:00', '08:15:00']
03-12,['gigE_&_USBhub', 'hifi_office'],>,['10:30:00', '10:30:00']
03-12,['gigE_&_USBhub', 'hifi_office'],>,['19:15:00', '19:15:00']
03-12,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '08:15:00']
03-12,['gigE_&_USBhub', 'lcd_office'],>,['10:30:00', '10:30:00']
03-12,['gigE_&_USBhub', 'lcd_office'],>,['19:15:00', '19:15:00']
03-12,['gigE_&_USBhub', 'laptop'],>,['08:15:00', '08:15:00']
03-12,['gigE_&_USBhub', 'laptop'],>,['10:30:00', '10:30:00']
03-12,['gigE_&_USBhub', 'laptop'],>,['19:15:00', '19:15:00']
03-12,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '08:15:00']
03-12,['gigE_&_USBhub', 'office_lamp3'],>,['10:30:00', '10:30:00']
03-12,['laptop', 'lcd_office'],>,['08:15:00', '08:15:00']
03-12,['laptop', 'lcd_office'],>,['10:30:00', '10:30:00']
03-12,['laptop', 'lcd_office'],>,['19:15:00', '19:15:00']
03-12,['laptop', 'office_lamp3'],>,['08:15:00', '08:15:00']
03-12,['laptop', 'office_lamp3'],>,['10:30:00', '10:30:00']
03-13,['kitchen_lights', 'microwave'],>,['19:30:00', '19:45:00']
03-13,['amp_livingroom', 'subwoofer_livingroom'],>,['21:45:00', '21:45:00']
03-13,['htpc', 'subwoofer_livingroom'],>,['21:45:00', '21:45:00']
03-13,['hifi_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-13,['lcd_office', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-13,['gigE_&_USBhub', 'hifi_office'],>,['19:45:00', '19:45:00']
03-13,['gigE_&_USBhub', 'lcd_office'],>,['19:45:00', '19:45:00']
03-13,['gigE_&_USBhub', 'laptop'],>,['19:45:00', '19:45:00']
03-13,['gigE_&_USBhub', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-13,['laptop', 'lcd_office'],>,['19:45:00', '19:45:00']
03-13,['laptop', 'office_lamp3'],>,['19:45:00', '19:45:00']
03-14,['tv', 'kitchen_lights'],>,['21:00:00', '21:45:00']
03-14,['livingroom_lamp_tv', 'kitchen_lights'],>,['21:15:00', '21:45:00']
03-14,['subwoofer_livingroom', 'kitchen_lights'],>,['21:00:00', '21:45:00']
03-14,['subwoofer_livingroom', 'tv'],>,['21:00:00', '21:00:00']
03-14,['htpc', 'kitchen_lights'],>,['21:00:00', '21:45:00']
03-14,['htpc', 'tv'],>,['21:00:00', '21:00:00']
03-14,['htpc', 'subwoofer_livingroom'],>,['21:00:00', '21:00:00']
03-14,['hifi_office', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-14,['lcd_office', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-14,['gigE_&_USBhub', 'hifi_office'],>,['07:00:00', '07:00:00']
03-14,['gigE_&_USBhub', 'hifi_office'],>,['19:30:00', '19:30:00']
03-14,['gigE_&_USBhub', 'lcd_office'],>,['07:00:00', '07:00:00']
03-14,['gigE_&_USBhub', 'lcd_office'],>,['19:30:00', '19:30:00']
03-14,['gigE_&_USBhub', 'laptop'],>,['07:00:00', '07:00:00']
03-14,['gigE_&_USBhub', 'laptop'],>,['19:30:00', '19:30:00']
03-14,['gigE_&_USBhub', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-14,['laptop', 'lcd_office'],>,['07:00:00', '07:00:00']
03-14,['laptop', 'lcd_office'],>,['19:30:00', '19:30:00']
03-14,['laptop', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-15,['tv', 'kitchen_lights'],>,['19:45:00', '20:45:00']
03-15,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:00:00', '18:30:00']
03-15,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:00:00', '20:45:00']
03-15,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '20:45:00']
03-15,['amp_livingroom', 'tv'],>,['17:45:00', '17:45:00']
03-15,['amp_livingroom', 'tv'],>,['19:45:00', '19:45:00']
03-15,['amp_livingroom', 'subwoofer_livingroom'],>,['17:45:00', '17:45:00']
03-15,['amp_livingroom', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
03-15,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '20:45:00']
03-15,['subwoofer_livingroom', 'tv'],>,['17:45:00', '17:45:00']
03-15,['subwoofer_livingroom', 'tv'],>,['19:45:00', '19:45:00']
03-15,['htpc', 'kitchen_lights'],>,['19:45:00', '20:45:00']
03-15,['htpc', 'tv'],>,['19:45:00', '19:45:00']
03-15,['htpc', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
03-16,['tv', 'kitchen_lights'],>,['17:30:00', '18:15:00']
03-16,['tv', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-16,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '19:15:00']
03-16,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:30:00', '21:30:00']
03-16,['amp_livingroom', 'kitchen_lights'],>,['17:30:00', '18:15:00']
03-16,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-16,['amp_livingroom', 'tv'],>,['17:30:00', '17:30:00']
03-16,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
03-16,['amp_livingroom', 'subwoofer_livingroom'],>,['17:30:00', '18:30:00']
03-16,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
03-16,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '21:30:00']
03-16,['subwoofer_livingroom', 'tv'],>,['20:00:00', '20:00:00']
03-16,['htpc', 'kitchen_lights'],>,['17:30:00', '18:15:00']
03-16,['htpc', 'kitchen_lights'],>,['17:30:00', '19:15:00']
03-16,['htpc', 'kitchen_lights'],>,['17:30:00', '21:30:00']
03-16,['htpc', 'tv'],>,['17:30:00', '17:30:00']
03-16,['htpc', 'tv'],>,['17:30:00', '20:00:00']
03-16,['htpc', 'subwoofer_livingroom'],>,['17:30:00', '18:30:00']
03-16,['htpc', 'subwoofer_livingroom'],>,['17:30:00', '20:00:00']
03-16,['hair_dryer', 'straighteners'],>,['11:15:00', '11:15:00']
03-17,['tv', 'kitchen_lights'],>,['21:30:00', '21:30:00']
03-17,['amp_livingroom', 'subwoofer_livingroom'],>,['21:45:00', '21:45:00']
03-17,['htpc', 'subwoofer_livingroom'],>,['21:45:00', '21:45:00']
03-17,['hifi_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-17,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-17,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
03-17,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
03-17,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
03-17,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-17,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
03-17,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-18,['amp_livingroom', 'tv'],>,['21:30:00', '21:30:00']
03-18,['amp_livingroom', 'subwoofer_livingroom'],>,['21:30:00', '21:30:00']
03-18,['subwoofer_livingroom', 'tv'],>,['21:30:00', '21:30:00']
03-18,['htpc', 'tv'],>,['21:30:00', '21:30:00']
03-18,['htpc', 'subwoofer_livingroom'],>,['21:30:00', '21:30:00']
03-18,['hifi_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-18,['lcd_office', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-18,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
03-18,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
03-18,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
03-18,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-18,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
03-18,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
03-18,['hair_dryer', 'straighteners'],>,['08:15:00', '08:15:00']
03-19,['tv', 'kitchen_lights'],>,['22:15:00', '23:00:00']
03-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['22:15:00', '23:00:00']
03-19,['amp_livingroom', 'subwoofer_livingroom'],>,['22:15:00', '22:15:00']
03-19,['htpc', 'kitchen_lights'],>,['20:45:00', '21:00:00']
03-19,['htpc', 'kitchen_lights'],>,['20:45:00', '22:00:00']
03-19,['hifi_office', 'office_lamp3'],>,['09:00:00', '09:00:00']
03-19,['hifi_office', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-19,['lcd_office', 'office_lamp3'],>,['09:00:00', '09:00:00']
03-19,['lcd_office', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-19,['gigE_&_USBhub', 'hifi_office'],>,['09:00:00', '09:00:00']
03-19,['gigE_&_USBhub', 'hifi_office'],>,['19:30:00', '19:30:00']
03-19,['gigE_&_USBhub', 'lcd_office'],>,['09:00:00', '09:00:00']
03-19,['gigE_&_USBhub', 'lcd_office'],>,['19:30:00', '19:30:00']
03-19,['gigE_&_USBhub', 'laptop'],>,['09:00:00', '09:00:00']
03-19,['gigE_&_USBhub', 'laptop'],>,['19:30:00', '19:30:00']
03-19,['gigE_&_USBhub', 'office_lamp3'],>,['09:00:00', '09:00:00']
03-19,['gigE_&_USBhub', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-19,['laptop', 'lcd_office'],>,['09:00:00', '09:00:00']
03-19,['laptop', 'lcd_office'],>,['19:30:00', '19:30:00']
03-19,['laptop', 'office_lamp3'],>,['09:00:00', '09:00:00']
03-19,['laptop', 'office_lamp3'],>,['19:30:00', '19:45:00']
03-20,['kitchen_lights', 'microwave'],>,['17:30:00', '18:00:00']
03-20,['tv', 'kitchen_lights'],>,['18:15:00', '20:15:00']
03-20,['tv', 'kitchen_lights'],>,['18:15:00', '21:00:00']
03-20,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:45:00', '21:00:00']
03-20,['amp_livingroom', 'kitchen_lights'],>,['18:15:00', '20:15:00']
03-20,['amp_livingroom', 'kitchen_lights'],>,['18:15:00', '21:00:00']
03-20,['amp_livingroom', 'tv'],>,['18:15:00', '18:15:00']
03-20,['subwoofer_livingroom', 'kitchen_lights'],>,['11:15:00', '12:00:00']
03-20,['subwoofer_livingroom', 'kitchen_lights'],>,['11:15:00', '17:30:00']
03-20,['subwoofer_livingroom', 'kitchen_lights'],>,['11:15:00', '20:15:00']
03-20,['subwoofer_livingroom', 'kitchen_lights'],>,['11:15:00', '21:00:00']
03-20,['subwoofer_livingroom', 'tv'],>,['11:15:00', '18:15:00']
03-20,['htpc', 'kitchen_lights'],>,['18:15:00', '20:15:00']
03-20,['htpc', 'kitchen_lights'],>,['18:15:00', '21:00:00']
03-20,['htpc', 'tv'],>,['18:15:00', '18:15:00']
03-20,['hifi_office', 'office_lamp3'],>,['06:30:00', '06:30:00']
03-20,['hifi_office', 'office_lamp3'],>,['14:00:00', '15:45:00']
03-20,['lcd_office', 'office_lamp3'],>,['06:30:00', '06:30:00']
03-20,['lcd_office', 'office_lamp3'],>,['14:00:00', '15:45:00']
03-20,['gigE_&_USBhub', 'hifi_office'],>,['06:30:00', '06:30:00']
03-20,['gigE_&_USBhub', 'hifi_office'],>,['14:00:00', '14:00:00']
03-20,['gigE_&_USBhub', 'lcd_office'],>,['06:30:00', '06:30:00']
03-20,['gigE_&_USBhub', 'lcd_office'],>,['14:00:00', '14:00:00']
03-20,['gigE_&_USBhub', 'laptop'],>,['06:30:00', '07:30:00']
03-20,['gigE_&_USBhub', 'laptop'],>,['14:00:00', '14:00:00']
03-20,['gigE_&_USBhub', 'office_lamp3'],>,['06:30:00', '06:30:00']
03-20,['gigE_&_USBhub', 'office_lamp3'],>,['14:00:00', '15:45:00']
03-20,['laptop', 'lcd_office'],>,['14:00:00', '14:00:00']
03-20,['laptop', 'office_lamp3'],>,['14:00:00', '15:45:00']
03-21,['kitchen_lights', 'microwave'],>,['19:45:00', '19:45:00']
03-21,['tv', 'kitchen_lights'],>,['18:45:00', '19:45:00']
03-21,['tv', 'kitchen_lights'],>,['18:45:00', '20:15:00']
03-21,['tv', 'kitchen_lights'],>,['18:45:00', '21:00:00']
03-21,['tv', 'kitchen_lights'],>,['18:45:00', '21:45:00']
03-21,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '19:45:00']
03-21,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '20:15:00']
03-21,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '21:00:00']
03-21,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '21:45:00']
03-21,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '19:45:00']
03-21,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '20:15:00']
03-21,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '21:00:00']
03-21,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '21:45:00']
03-21,['amp_livingroom', 'tv'],>,['18:45:00', '18:45:00']
03-21,['amp_livingroom', 'subwoofer_livingroom'],>,['15:15:00', '15:15:00']
03-21,['amp_livingroom', 'subwoofer_livingroom'],>,['18:45:00', '18:45:00']
03-21,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '19:45:00']
03-21,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '20:15:00']
03-21,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '21:00:00']
03-21,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '21:45:00']
03-21,['subwoofer_livingroom', 'tv'],>,['18:45:00', '18:45:00']
03-21,['htpc', 'kitchen_lights'],>,['18:45:00', '19:45:00']
03-21,['htpc', 'kitchen_lights'],>,['18:45:00', '20:15:00']
03-21,['htpc', 'kitchen_lights'],>,['18:45:00', '21:00:00']
03-21,['htpc', 'kitchen_lights'],>,['18:45:00', '21:45:00']
03-21,['htpc', 'tv'],>,['18:45:00', '18:45:00']
03-21,['htpc', 'subwoofer_livingroom'],>,['15:15:00', '15:15:00']
03-21,['htpc', 'subwoofer_livingroom'],>,['18:45:00', '18:45:00']
03-21,['hifi_office', 'office_lamp3'],>,['19:00:00', '19:00:00']
03-21,['lcd_office', 'office_lamp3'],>,['19:00:00', '19:00:00']
03-21,['gigE_&_USBhub', 'hifi_office'],>,['19:00:00', '19:00:00']
03-21,['gigE_&_USBhub', 'lcd_office'],>,['19:00:00', '19:00:00']
03-21,['gigE_&_USBhub', 'laptop'],>,['19:00:00', '19:00:00']
03-21,['gigE_&_USBhub', 'office_lamp3'],>,['19:00:00', '19:00:00']
03-21,['laptop', 'lcd_office'],>,['19:00:00', '19:00:00']
03-21,['laptop', 'office_lamp3'],>,['19:00:00', '19:00:00']
03-22,['kitchen_lights', 'microwave'],>,['19:45:00', '20:00:00']
03-22,['tv', 'kitchen_lights'],>,['19:15:00', '19:45:00']
03-22,['tv', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-22,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:00:00', '20:45:00']
03-22,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
03-22,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-22,['amp_livingroom', 'tv'],>,['19:15:00', '19:15:00']
03-22,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
03-22,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
03-22,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-22,['subwoofer_livingroom', 'tv'],>,['19:15:00', '19:15:00']
03-22,['htpc', 'kitchen_lights'],>,['19:15:00', '19:45:00']
03-22,['htpc', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-22,['htpc', 'tv'],>,['19:15:00', '19:15:00']
03-22,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
03-22,['hifi_office', 'office_lamp3'],>,['11:00:00', '11:00:00']
03-22,['gigE_&_USBhub', 'hifi_office'],>,['11:00:00', '11:00:00']
03-22,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '11:00:00']
03-22,['gigE_&_USBhub', 'lcd_office'],>,['11:00:00', '18:00:00']
03-22,['gigE_&_USBhub', 'office_lamp3'],>,['11:00:00', '11:00:00']
03-23,['tv', 'kitchen_lights'],>,['19:30:00', '21:15:00']
03-23,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:00:00', '18:00:00']
03-23,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:00:00', '21:15:00']
03-23,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '21:15:00']
03-23,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
03-23,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
03-23,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '21:15:00']
03-23,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
03-23,['htpc', 'kitchen_lights'],>,['19:30:00', '21:15:00']
03-23,['htpc', 'tv'],>,['19:30:00', '19:30:00']
03-23,['htpc', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
03-23,['hair_dryer', 'straighteners'],>,['10:15:00', '10:15:00']
03-24,['tv', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-24,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:15:00', '18:15:00']
03-24,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:15:00', '20:45:00']
03-24,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:15:00', '21:30:00']
03-24,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-24,['amp_livingroom', 'tv'],>,['19:15:00', '19:15:00']
03-24,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
03-24,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-24,['subwoofer_livingroom', 'tv'],>,['19:15:00', '19:15:00']
03-24,['htpc', 'kitchen_lights'],>,['19:15:00', '20:45:00']
03-24,['htpc', 'tv'],>,['19:15:00', '19:15:00']
03-24,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
03-25,['tv', 'kitchen_lights'],>,['19:00:00', '19:45:00']
03-25,['amp_livingroom', 'kitchen_lights'],>,['18:15:00', '19:45:00']
03-25,['amp_livingroom', 'tv'],>,['18:15:00', '19:00:00']
03-25,['amp_livingroom', 'subwoofer_livingroom'],>,['18:15:00', '18:15:00']
03-25,['subwoofer_livingroom', 'kitchen_lights'],>,['18:15:00', '19:45:00']
03-25,['subwoofer_livingroom', 'tv'],>,['18:15:00', '19:00:00']
03-25,['htpc', 'kitchen_lights'],>,['19:00:00', '19:45:00']
03-25,['htpc', 'kitchen_lights'],>,['19:00:00', '21:45:00']
03-25,['htpc', 'tv'],>,['19:00:00', '19:00:00']
03-25,['lcd_office', 'office_lamp3'],>,['08:30:00', '09:00:00']
03-25,['gigE_&_USBhub', 'hifi_office'],>,['08:00:00', '08:45:00']
03-25,['gigE_&_USBhub', 'hifi_office'],>,['08:00:00', '13:45:00']
03-25,['gigE_&_USBhub', 'lcd_office'],>,['08:00:00', '08:30:00']
03-25,['gigE_&_USBhub', 'laptop'],>,['08:00:00', '08:00:00']
03-25,['gigE_&_USBhub', 'office_lamp3'],>,['08:00:00', '09:00:00']
03-25,['laptop', 'lcd_office'],>,['08:00:00', '08:30:00']
03-25,['laptop', 'office_lamp3'],>,['08:00:00', '09:00:00']
03-25,['hair_dryer', 'straighteners'],>,['09:15:00', '09:15:00']
03-26,['kitchen_lights', 'microwave'],>,['13:00:00', '13:00:00']
03-26,['tv', 'kitchen_lights'],>,['14:15:00', '14:30:00']
03-26,['tv', 'kitchen_lights'],>,['19:45:00', '19:45:00']
03-26,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '19:45:00']
03-26,['amp_livingroom', 'tv'],>,['19:45:00', '19:45:00']
03-26,['amp_livingroom', 'subwoofer_livingroom'],>,['14:15:00', '14:15:00']
03-26,['amp_livingroom', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
03-26,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '19:45:00']
03-26,['subwoofer_livingroom', 'tv'],>,['19:45:00', '19:45:00']
03-26,['htpc', 'kitchen_lights'],>,['19:45:00', '19:45:00']
03-26,['htpc', 'tv'],>,['19:45:00', '19:45:00']
03-26,['htpc', 'subwoofer_livingroom'],>,['14:15:00', '14:15:00']
03-26,['htpc', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
03-26,['hifi_office', 'office_lamp3'],>,['06:30:00', '06:45:00']
03-26,['hifi_office', 'office_lamp3'],>,['16:45:00', '16:45:00']
03-26,['lcd_office', 'office_lamp3'],>,['06:30:00', '06:45:00']
03-26,['gigE_&_USBhub', 'hifi_office'],>,['06:30:00', '06:30:00']
03-26,['gigE_&_USBhub', 'hifi_office'],>,['16:45:00', '16:45:00']
03-26,['gigE_&_USBhub', 'lcd_office'],>,['06:30:00', '06:30:00']
03-26,['gigE_&_USBhub', 'lcd_office'],>,['16:45:00', '16:45:00']
03-26,['gigE_&_USBhub', 'lcd_office'],>,['16:45:00', '19:30:00']
03-26,['gigE_&_USBhub', 'laptop'],>,['06:30:00', '06:30:00']
